PID,DN,DP,TN,RL,seq_num,start_walltime,start_uptime,start_event,end_walltime,end_uptime,end_event
"(PID, com.instagram.android)","(DN, time_in_app_46770300793.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.instagram.android/databases/time_in_app_46770300793.db)","(TN, intervals)","(RL, 1)","(seq_num, 266)","(start_walltime, 1626385856)","(start_uptime, 52302)","(start_event, 1)","(end_walltime, 1626385908)","(end_uptime, 52354)","(end_event, 2)"
"(PID, com.instagram.android)","(DN, time_in_app_46770300793.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.instagram.android/databases/time_in_app_46770300793.db)","(TN, intervals)","(RL, 2)","(seq_num, 267)","(start_walltime, 1626731673)","(start_uptime, 64883)","(start_event, 1)","(end_walltime, 1626731711)","(end_uptime, 64921)","(end_event, 2)"
"(PID, com.instagram.android)","(DN, time_in_app_46770300793.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.instagram.android/databases/time_in_app_46770300793.db)","(TN, intervals)","(RL, 3)","(seq_num, 268)","(start_walltime, 1626812946)","(start_uptime, 75621)","(start_event, 1)","(end_walltime, 1626812957)","(end_uptime, 75631)","(end_event, 2)"
"(PID, com.instagram.android)","(DN, time_in_app_46770300793.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.instagram.android/databases/time_in_app_46770300793.db)","(TN, intervals)","(RL, 4)","(seq_num, 269)","(start_walltime, 1626812957)","(start_uptime, 75631)","(start_event, 1)","(end_walltime, 1626813033)","(end_uptime, 75708)","(end_event, 2)"
"(PID, com.instagram.android)","(DN, time_in_app_46770300793.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.instagram.android/databases/time_in_app_46770300793.db)","(TN, intervals)","(RL, 5)","(seq_num, 270)","(start_walltime, 1626813053)","(start_uptime, 75721)","(start_event, 1)","(end_walltime, 1626813108)","(end_uptime, 75776)","(end_event, 2)"
"(PID, com.instagram.android)","(DN, time_in_app_46770300793.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.instagram.android/databases/time_in_app_46770300793.db)","(TN, intervals)","(RL, 6)","(seq_num, 271)","(start_walltime, 1626813108)","(start_uptime, 75776)","(start_event, 1)","(end_walltime, 1626813113)","(end_uptime, 75780)","(end_event, 2)"
"(PID, com.instagram.android)","(DN, time_in_app_46770300793.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.instagram.android/databases/time_in_app_46770300793.db)","(TN, intervals)","(RL, 7)","(seq_num, 272)","(start_walltime, 1626833667)","(start_uptime, 76978)","(start_event, 1)","(end_walltime, 1626833668)","(end_uptime, 76978)","(end_event, 2)"
"(PID, com.instagram.android)","(DN, time_in_app_46770300793.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.instagram.android/databases/time_in_app_46770300793.db)","(TN, intervals)","(RL, 8)","(seq_num, 273)","(start_walltime, 1626833668)","(start_uptime, 76978)","(start_event, 1)","(end_walltime, 1626833682)","(end_uptime, 76992)","(end_event, 2)"
"(PID, com.instagram.android)","(DN, time_in_app_46770300793.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.instagram.android/databases/time_in_app_46770300793.db)","(TN, intervals)","(RL, 9)","(seq_num, 274)","(start_walltime, 1626833682)","(start_uptime, 76992)","(start_event, 1)","(end_walltime, 1626833688)","(end_uptime, 76999)","(end_event, 2)"
"(PID, com.instagram.android)","(DN, time_in_app_46770300793.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.instagram.android/databases/time_in_app_46770300793.db)","(TN, intervals)","(RL, 10)","(seq_num, 275)","(start_walltime, 1626878403)","(start_uptime, 79275)","(start_event, 1)","(end_walltime, 1626878403)","(end_uptime, 79275)","(end_event, 2)"
"(PID, com.instagram.android)","(DN, time_in_app_46770300793.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.instagram.android/databases/time_in_app_46770300793.db)","(TN, intervals)","(RL, 11)","(seq_num, 276)","(start_walltime, 1626878403)","(start_uptime, 79275)","(start_event, 1)","(end_walltime, 1626878409)","(end_uptime, 79280)","(end_event, 2)"
"(PID, com.instagram.android)","(DN, time_in_app_46770300793.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.instagram.android/databases/time_in_app_46770300793.db)","(TN, intervals)","(RL, 12)","(seq_num, 277)","(start_walltime, 1626878409)","(start_uptime, 79281)","(start_event, 1)","(end_walltime, 1626878412)","(end_uptime, 79283)","(end_event, 2)"
"(PID, com.instagram.android)","(DN, time_in_app_46770300793.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.instagram.android/databases/time_in_app_46770300793.db)","(TN, intervals)","(RL, 13)","(seq_num, 278)","(start_walltime, 1626900957)","(start_uptime, 96460)","(start_event, 7)","(end_walltime, 1626900957)","(end_uptime, 96460)","(end_event, 2)"
"(PID, com.instagram.android)","(DN, time_in_app_46770300793.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.instagram.android/databases/time_in_app_46770300793.db)","(TN, intervals)","(RL, 14)","(seq_num, 279)","(start_walltime, 1626903593)","(start_uptime, 97014)","(start_event, 1)","(end_walltime, 1626903593)","(end_uptime, 97015)","(end_event, 2)"
"(PID, com.instagram.android)","(DN, time_in_app_46770300793.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.instagram.android/databases/time_in_app_46770300793.db)","(TN, intervals)","(RL, 15)","(seq_num, 280)","(start_walltime, 1626903594)","(start_uptime, 97015)","(start_event, 1)","(end_walltime, 1626903622)","(end_uptime, 97043)","(end_event, 2)"
"(PID, com.instagram.android)","(DN, time_in_app_46770300793.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.instagram.android/databases/time_in_app_46770300793.db)","(TN, intervals)","(RL, 16)","(seq_num, 281)","(start_walltime, 1626903622)","(start_uptime, 97043)","(start_event, 1)","(end_walltime, 1626903623)","(end_uptime, 97044)","(end_event, 2)"
"(PID, com.instagram.android)","(DN, time_in_app_46770300793.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.instagram.android/databases/time_in_app_46770300793.db)","(TN, intervals)","(RL, 17)","(seq_num, 282)","(start_walltime, 1626916586)","(start_uptime, 98151)","(start_event, 1)","(end_walltime, 1626916586)","(end_uptime, 98151)","(end_event, 2)"
"(PID, com.instagram.android)","(DN, time_in_app_46770300793.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.instagram.android/databases/time_in_app_46770300793.db)","(TN, intervals)","(RL, 18)","(seq_num, 283)","(start_walltime, 1626916586)","(start_uptime, 98151)","(start_event, 1)","(end_walltime, 1626916603)","(end_uptime, 98168)","(end_event, 2)"
"(PID, com.instagram.android)","(DN, time_in_app_46770300793.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.instagram.android/databases/time_in_app_46770300793.db)","(TN, intervals)","(RL, 19)","(seq_num, 284)","(start_walltime, 1626916603)","(start_uptime, 98168)","(start_event, 1)","(end_walltime, 1626916604)","(end_uptime, 98169)","(end_event, 2)"
"(PID, com.instagram.android)","(DN, time_in_app_46770300793.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.instagram.android/databases/time_in_app_46770300793.db)","(TN, intervals)","(RL, 20)","(seq_num, 285)","(start_walltime, 1626978555)","(start_uptime, 116245)","(start_event, 1)","(end_walltime, 1626978557)","(end_uptime, 116247)","(end_event, 2)"
"(PID, com.instagram.android)","(DN, time_in_app_46770300793.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.instagram.android/databases/time_in_app_46770300793.db)","(TN, intervals)","(RL, 21)","(seq_num, 286)","(start_walltime, 1626978557)","(start_uptime, 116247)","(start_event, 1)","(end_walltime, 1626978577)","(end_uptime, 116267)","(end_event, 2)"
"(PID, com.instagram.android)","(DN, time_in_app_46770300793.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.instagram.android/databases/time_in_app_46770300793.db)","(TN, intervals)","(RL, 22)","(seq_num, 287)","(start_walltime, 1626978577)","(start_uptime, 116267)","(start_event, 1)","(end_walltime, 1626978592)","(end_uptime, 116282)","(end_event, 2)"
"(PID, com.instagram.android)","(DN, time_in_app_46770300793.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.instagram.android/databases/time_in_app_46770300793.db)","(TN, intervals)","(RL, 23)","(seq_num, 288)","(start_walltime, 1626980795)","(start_uptime, 116576)","(start_event, 1)","(end_walltime, 1626980797)","(end_uptime, 116578)","(end_event, 2)"
